"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2007","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","253,687",""
"2007","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,166",""
"2007","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,790",""
"2007","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,376",""
"2007","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,856",""
"2007","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,853",""
"2007","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","19,003",""
"2007","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2007","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2007","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2007","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","177,938",""
"2007","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","86,115",""
"2007","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","91,823",""
"2007","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","501,591",""
"2007","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","259,102",""
"2007","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","242,489",""
"2007","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","36,400",""
"2007","Croatia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,726",""
"2007","Croatia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","19,674",""
"2007","Italy","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","388,303",""
"2007","Italy","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","221,083",""
"2007","Italy","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","167,220",""
"2007","Cyprus","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,299",""
"2007","Cyprus","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,070",""
"2007","Cyprus","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","229",""
"2007","Latvia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,787",""
"2007","Latvia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,614",""
"2007","Latvia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,173",""
"2007","Lithuania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,827",""
"2007","Lithuania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,179",""
"2007","Lithuania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,648",""
"2007","Luxembourg","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,576",""
"2007","Luxembourg","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,324",""
"2007","Luxembourg","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,252",""
"2007","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","18,459",""
"2007","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,144",""
"2007","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,315",""
"2007","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,816",""
"2007","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,774",""
"2007","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,042",""
"2007","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","127,732",""
